,Sentence #,Word,Tag
462,26,بالحمام,O
463,26,ساعات,O
464,26,تبقى,O
465,26,باردة,O
466,26,جدا,O
467,26,و,O
468,26,ساعات,O
469,26,تبقى,O
470,26,دافنة,O
471,27,3:-,O
472,27,التليفزيون,B
473,27,اللي,O
474,27,بالغرفة,O
475,27,3,O
476,27,أو,O
477,27,4,O
478,27,قنوات,O
479,27,بس,O
480,27,اللي,O
481,27,شغالين,O
482,28,4:-,O
483,28,أسعار,B
484,28,المشروبات,I
485,28,الساخنة,O
486,28,مثل,O
487,28,الشاي,O
488,28,و,O
489,28,النسكافية,O
490,28,غالي,O
491,28,جداً,O
492,29,5:-,O
493,29,أعتقد,O
494,29,إن,O
495,29,أسعاره,B
496,29,غالية,O
497,29,قليلا,O
498,30,6:-,O
499,30,لا,O
500,30,يوجد,O
501,30,انترنت,B
502,31,اقامه,B
503,31,ممتعه,O
504,32,الخدمه,B
505,32,جيده,O
506,32,.,O
507,32,الاكل,B
508,32,متوسط,O
509,32,مع,O
510,32,توافر,O
511,32,اصناف,O
512,32,خاصة,O
513,32,و,O
514,32,مفاجآت,O
515,33,شاطئ,B
516,33,البحر,B
517,33,خرافي,O
518,33,مع,O
519,33,بحيرة,O
520,33,صناعية,O
521,33,واسماك,O
522,33,حولك,O
523,33,ورمال,O
524,33,ناعمة,O
525,33,.,O
526,34,بار,B
527,34,لافيستا,O
528,34,جميل,O
529,34,في,O
530,34,قلب,O
531,34,البحر,O
532,34,.,O
533,34,ملاعب,B
534,34,اطفال,O
535,34,رائعة,O
536,34,وركوب,O
537,34,الجمل,O
538,34,.,O
539,34,الموظفين,B
540,34,غالبا,O
541,34,ودودين,O
542,34,و,O
543,34,مبتسمين,O
544,34,.,O
545,35,الغرف,B
546,35,متوسطة,O
547,35,ولكن,O
548,35,مريحة,O
549,35,.,O
550,35,الحديقة,O
551,35,متوسط,O
552,35,و,O
553,35,التشجير,O
554,35,ضعيف,O
555,35,القيمه,O
556,35,مقابل,O
557,35,ما,O
558,35,تحصل,O
559,35,عليه,O
560,35,هي,O
561,35,صفقه,O
562,35,رابحه,O
563,35,و,O
564,35,ممتعه,O
565,36,وكان,O
566,36,الجميع,O
567,36,جميلة,O
568,36,ومتعاونة,O
569,36,في,O
570,36,وخاصة,O
571,36,لوك,O
572,37,الغرف,B
573,37,رائعة,O
574,37,",",O
575,37,الكثير,O
576,37,من,O
577,37,مساحة,O
578,37,كبيرة,O
579,37,بحجم,O
580,37,ملكي,O
581,37,",",O
582,37,للتحرك,O
583,37,اختر,O
584,37,من,O
585,37,مقاعد,O
586,37,مريحة,O
587,37,للجلوس,O
588,37,.,O
589,38,لقد,O
590,38,تم,O
591,38,تصوير,O
592,38,فيلم,O
593,38,قصير,O
594,38,هنا,O
595,38,",",O
596,38,كانت,O
597,38,الغرفة,B
598,38,في,O
599,38,الطابق,O
600,38,الأرضي,O
601,38,خلف,O
602,38,مكتب,O
603,38,الاستقبال,O
604,38,تفتح,O
605,38,على,O
606,38,الفناء,B
607,38,الذي,O
608,38,كان,O
609,38,لطيفا,O
610,38,أن,O
611,38,الأبواب,O
612,38,مفتوحة,O
613,38,للخروج,O
614,38,",",O
615,38,الجلوس,O
616,38,في,O
617,38,الشمس,O
618,38,.,O
619,39,موقع,B
620,39,رائع,O
621,39,من,O
622,39,المطاعم,O
623,39,والمقاهي,O
624,39,.,O
625,39,ساعود,O
626,39,هنا,O
627,39,مرة,O
628,39,أخرى,O
629,39,أوصي,O
630,39,به,O
631,39,لأي,O
632,39,شخص,O
633,39,.,O
634,40,فندق,B
635,40,ممتاز,O
636,41,قضيت,O
637,41,الفترة,O
638,41,من,O
639,41,24-28/4,O
640,41,هناك,O
641,41,وكانت,O
642,41,الزيارة,O
643,41,الثالثة,O
644,41,المكان,B
645,41,جميل,O
646,41,جدا,O
647,42,والموظفين,O
648,42,ودودون,O
649,42,وخدمة,O
650,42,رائعة,O
651,42,من,O
652,42,البل,O
653,42,مان,O
654,42,للرسبشن,O
655,42,للامن,O
656,42,لكافة,O
657,42,الموظفين,O
658,42,والمطبخ,O
659,42,ومطعم,O
660,42,مرجانة,O
661,42,وخدمات,O
662,42,رائعة,O
663,42,للسياح,O
664,42,واحترام,O
665,42,لهم,O
666,42,شكرا,O
667,42,للشيف,O
668,42,ياسر,O
669,42,ولمديرى,O
670,42,المطاعم,O
671,42,احمد,O
672,42,وابراهيم,O
673,42,وكل,O
674,42,الموظفين,O
675,42,وان,O
676,42,شاء,O
677,42,اللة,O
678,42,اللاجازة,O
679,42,القادمة,O
680,42,هناك,O
681,42,ايضا,O
682,43,نظافة,B
683,43,وحداثة,O
684,43,اثاث,B
685,43,الغرفة,O
686,44,انترنت,B
687,44,قوي,O
688,44,ومجاني,O
689,44,مشي,O
690,44,للمحطة,B
691,44,3,O
692,44,دقائق,O
693,44,مشي,O
694,44,للسوق,B
695,44,الصيني,O
696,44,7,O
697,44,دقائق,O
698,44,من,O
699,44,كاونتر,O
700,44,10,O
701,44,حافلات,B
702,44,–,O
703,44,حافلة,O
704,44,المطار,O
705,44,الى,O
706,44,محطة,O
707,44,السنترال,O
708,44,ثم,O
709,44,تاكسي,B
710,44,الفندق,O
711,44,متعاونين,O
712,44,تاكسي,O
713,44,المحطة,B
714,44,الفندق,O
715,45,قربه,O
716,45,من,O
717,45,ماركت,B
718,45,واماكن,O
719,45,سياحية,B
720,45,عديدة,O
721,45,–موظفي,O
722,45,الفندق,O
723,45,متعاونين,O
724,45,–عدم,O
725,45,وجود,O
726,45,ثلاحة,B
727,45,–عدم,O
728,45,وجود,O
729,45,قنوات,B
730,45,تلفزيون,I
731,45,عربية,I
732,46,لقد,O
733,46,كرهناه,O
734,46,ولن,O
735,46,نعود,O
736,46,أبداً,O
737,46,الاستوديوهات,B
738,46,بمقاس,O
739,46,السرير,O
740,46,فقط،,O
741,47,،,O
742,47,والحمام,O
743,47,غير,O
744,47,موجود,O
745,47,.,O
746,47,إنه,O
747,47,حوض,O
748,47,استحمام,O
749,47,محاط,O
750,47,بالجدران,O
751,47,.,O
752,47,يمكنك,O
753,47,الخروج,O
754,47,من,O
755,47,السرير,O
756,47,مباشرة,O
757,47,إلى,O
758,47,الحمام,B
759,47,.,O
760,47,المرحاض,B
761,47,الذي,O
762,47,يمكنك,O
763,47,أن,O
764,47,تجده,O
765,47,في,O
766,47,منطقة,O
767,47,الحمامات,O
768,47,يمكن,O
769,47,إغلاقه,O
770,47,بباب,O
771,47,زجاجي,O
772,47,لا,O
773,47,ينغلق,O
774,47,بالكامل,O
775,47,.,O
776,48,لم,O
777,48,يكن,O
778,48,المكيف,B
779,48,يعمل,O
780,48,(,O
781,48,27,O
782,48,درجة,O
783,48,مئوية,O
784,48,في,O
785,48,الخارج,O
786,48,),O
787,48,كان,O
788,48,المصعد,B
789,48,يعمل,O
790,48,فقط,O
791,48,في,O
792,48,اليوم,O
793,48,الأول,O
794,48,وليس,O
795,48,في,O
796,48,الأيام,O
797,48,الأربعة,O
798,48,التالية,O
799,48,.,O
800,49,فندق,B
801,49,رائع,O
802,49,بكل,O
803,49,المقاييس,O
804,49,بل,O
805,49,هو,O
806,49,افضل,O
807,49,فنادق,O
808,49,المدينة,O
809,49,المنورة,O
810,49,على,O
811,49,الاطلاق,O
812,50,اولا,O
813,50,من,O
814,50,لحظة,O
815,50,دخولك,O
816,50,الفندق,O
817,50,كل,O
818,50,رخام,O
819,50,و,O
820,50,شكله,O
821,50,رائع,O
822,50,.,O
823,50,.,O
824,51,ثانيا,O
825,51,الاستقبال,O
826,51,من,O
827,51,الموظفين,B
828,51,رائع,O
829,51,و,O
830,51,الاجراءات,O
831,51,تنتهى,O
832,51,بسرعة,O
833,51,.,O
834,51,.,O
835,52,الغرفة,B
836,52,مميزة,O
837,52,و,O
838,52,رائعة,O
839,52,.,O
840,52,.,O
841,53,الخدمة,B
842,53,جيدة,O
843,53,جدا,O
844,53,و,O
845,53,سريعة,O
846,53,.,O
847,53,.,O
848,54,الموقع,B
849,54,للفندق,O
850,54,مميز,O
851,54,و,O
852,54,الشىء,O
853,54,الرائع,O
854,54,انه,O
855,54,بجوار,O
856,54,باب,O
857,54,25,O
858,54,المخصص,O
859,54,للحريم,O
860,54,و,O
861,54,المؤدى,O
862,54,للروضة,O
863,54,للحريم,O
864,54,.,O
865,54,.,O
866,54,.,O
867,55,كانت,O
868,55,فتره,O
869,55,الاقامه,B
870,55,ممتعه,O
871,55,.,O
872,55,.,O
873,56,الفندق,O
874,56,قريب,O
875,56,جدا,O
876,56,من,O
877,56,الحرم,B
878,56,على,O
879,56,بعد,O
880,56,خطوات,O
881,56,ليس,O
882,56,اكتر,O
883,56,.,O
884,56,.,O
885,56,.,O
886,57,الموظفين,B
887,57,اكتر,O
888,57,من,O
889,57,رائعين,O
890,57,و,O
891,57,يلبون,O
892,57,الطلبات,O
893,57,فى,O
894,57,الوقت,O
895,57,المخصص,O
896,57,لها,O
897,57,.,O
898,57,.,O
899,57,.,O
900,57,.,O
901,58,اتمنى,O
902,58,المزيد,O
903,58,من,O
904,58,التقدم,O
905,58,للعاملين,B
906,58,فى,I
907,58,هدا,I
908,58,الفندق,I
909,58,الرائع,O
910,58,و,O
911,58,مزيد,O
912,58,من,O
913,58,التقدم,O
914,58,ان,O
915,58,شاء,O
916,58,الله,O
917,58,.,O
918,58,و,O
919,58,حتما,O
920,58,سوف,O
921,58,اعود,O
922,58,ان,O
923,58,شاء,O
924,58,الله,O
925,58,.,O
926,59,رخيص,O
927,59,و,O
928,59,نظيف,B
929,60,إنه,O
930,60,فندق,B
931,60,رخيص,O
932,60,في,O
933,60,سيوة،,O
934,60,بعض,O
935,60,الغرف,O
936,60,بها,O
937,60,تلفاز,B
938,60,(,O
939,60,سيكون,O
940,60,من,O
941,60,حسن,O
942,60,الحظ,O
943,60,إذا,O
944,60,كان,O
945,60,يعمل,O
946,60,),O
947,60,لكن,O
948,60,من,O
949,60,يحتاج,O
950,60,ذلك،,O
951,60,بعض,O
952,60,الغرف,O
953,60,بها,O
954,60,مكيف,B
955,60,هواء،,O
956,60,لا,O
957,60,تتوقع,O
958,60,خدمة,B
959,60,غرف,I
960,60,.,O
961,61,لذا,O
962,61,إذا,O
963,61,كنت,O
964,61,تبحث,O
965,61,عن,O
966,61,مكان,O
967,61,رخيص,O
968,61,بالقرب,O
969,61,من,O
970,61,مركز,B
971,61,البلدة,I
972,61,و,O
973,61,نظيف,O
974,61,أيضاً،,O
975,61,هذا,O
976,61,هو,O
977,61,مكانك,O
978,61,.,O
979,61,إذا,O
980,61,كنت,O
981,61,تحب,O
982,61,بعض,O
983,61,الرفاهية,O
984,61,أثناء,O
985,61,إقامتك,O
986,61,فبكل,O
987,61,تأكيد,O
988,61,ستخيب,O
989,61,آمالك,O
990,61,جداً,O
991,61,هناك,O
992,61,.,O
993,62,فندق,B
994,62,رائع,O
995,62,ولكن,O
996,62,الخدمة,B
997,62,ضعيفة,O
998,62,فندق,O
999,62,جميل,O
1000,62,وخلاب,O
1001,62,ويقع,O
1002,62,في,O
1003,62,وسط,O
1004,62,المدينة,O
1005,62,وبناءه,O
1006,62,جميل,O
1007,62,وقديم,O
1008,62,لكن,O
1009,62,الخدمة,O
1010,62,ليست,O
1011,62,بالمستوى,O
1012,62,المطلوب,O
1013,63,حيث,O
1014,63,لاحظت,O
1015,63,ان,O
1016,63,هنالك,O
1017,63,نقص,O
1018,63,بالموظفين,O
1019,63,فقد,O
1020,63,قضينا,O
1021,63,ننتظر,O
1022,63,دورنا,O
1023,63,في,O
1024,63,الاستقبال,O
1025,63,نصف,O
1026,63,ساعة,O
1027,63,وكان,O
1028,63,هنالك,O
1029,63,موظف,O
1030,63,استقبال,O
1031,63,واحد,O
1032,63,فقط,O
1033,64,وفي,O
1034,64,المطعم,B
1035,64,لا,O
1036,64,يتم,O
1037,64,الاعتناء,O
1038,64,بنظافة,O
1039,64,الأطباق,O
1040,64,وجدت,O
1041,64,بعض,O
1042,64,البقع,O
1043,64,على,O
1044,64,طبقي,O
1045,65,وددت,O
1046,65,أن,O
1047,65,أنقل,O
1048,65,صورة,O
1049,65,عن,O
1050,65,إقامتي,O
1051,65,في,O
1052,65,فندق,O
1053,65,انتر,O
1054,65,كونتيننتال,O
1055,65,الأردن,O
1056,65,",",O
1057,65,كانت,O
1058,65,إقامة,B
1059,65,رائعة,O
1060,65,ولله,O
1061,65,الحمد,O
1062,65,يتميز,O
1063,65,الفندق,B
1064,65,بكثر,O
1065,65,الحركة,O
1066,65,وكثر,O
1067,65,السائحين,O
1068,65,وهذا,O
1069,65,يعطي,O
1070,65,انطباعا,O
1071,65,جيدا,O
1072,65,عن,O
1073,65,الفندق,O
1074,65,",",O
1075,66,وكثرة,O
1076,66,الزائرين,B
1077,66,تعني,O
1078,66,لي,O
1079,66,بأن,O
1080,66,جميع,O
1081,66,المأكولات,B
1082,66,تكون,O
1083,66,نظيفة,O
1084,66,وجيدة,O
1085,66,وهذا,O
1086,66,ما,O
1087,66,وجدته,O
1088,66,في,O
1089,66,مطعم,O
1090,66,برج,O
1091,66,الحمام,O
1092,66,وخدمة,O
1093,66,الروم,B
1094,66,سيرفس,I
1095,67,زيارة,O
1096,67,القاهرة,O
1097,67,لم,O
1098,67,أفكر,O
1099,67,كثيرا,O
1100,67,في,O
1101,67,هذا,O
1102,67,الفندق,B
1103,67,.,O
1104,67,وفضلا,O
1105,67,عن,O
1106,67,كونه,O
1107,67,مريحة,O
1108,67,إلى,O
1109,67,حد,O
1110,67,ما,O
1111,67,بالنسبة,O
1112,67,لقربه,O
1113,67,من,O
1114,67,المطار,B
1115,67,وأنه,O
1116,67,غير,O
1117,67,مكلف،,O
1118,67,إلا,O
1119,67,أنه,O
1120,67,كان,O
1121,67,رتيب,O
1122,67,جدا,O
1123,67,وصاخبة,O
1124,67,جدا,O
1125,67,بالليل،,O
1126,68,الموسيقى,B
1127,68,صاخبة,O
1128,68,جدا,O
1129,68,من,O
1130,68,الحادية,O
1131,68,عشرة,O
1132,68,مساءًا,O
1133,68,حتى,O
1134,68,بعد,O
1135,68,الساعة,O
1136,68,الثالثة,O
1137,68,صباحًا,O
1138,68,.,O
1139,69,كان,O
1140,69,الإفطار,B
1141,69,معقولا,O
1142,69,ولم,O
1143,69,أجرب,O
1144,69,أية,O
1145,69,وجبات,O
1146,69,أخرى,O
1147,69,.,O
1148,69,وكان,O
1149,69,الموظفون,B
1150,69,جدًا,O
1151,69,جيدين,O
1152,69,.,O
1153,70,الفندق,O
1154,70,يقع,O
1155,70,في,O
1156,70,آخر,O
1157,70,ابراج,O
1158,70,البيت,O
1159,70,يعني,O
1160,70,قريب,O
1161,70,من,O
1162,70,الحرم,B
1163,70,والخدمات,O
1164,71,وعلى,O
1165,71,الرغم,O
1166,71,من,O
1167,71,حداثته,O
1168,71,حيث,O
1169,71,انه,O
1170,71,لم,O
1171,71,يفتتح,O
1172,71,الا,O
1173,71,في,O
1174,71,رمضان,O
1175,71,2012,O
1176,71,فقد,O
1177,71,كان,O
1178,71,الاثاث,B
1179,71,غير,O
1180,71,نظيف,O
1181,71,نوعا,O
1182,71,ما,O
1183,71,(,O
1184,71,المفارش,O
1185,71,-,O
1186,71,السجاد,O
1187,71,),O
1188,71,ودورة,O
1189,71,المياه,B
1190,71,صغيره,O
1191,71,جدا,O
1192,72,يعيبه,O
1193,72,قلة,O
1194,72,المصاعد,B
1195,73,مكان,B
1196,73,رائع,O
1197,73,وجميل,O
1198,73,وخدمة,O
1199,73,ممتازة,O
1200,73,ومعاملة,O
1201,73,رائعة,O
1202,74,ذهبت,O
1203,74,انا,O
1204,74,ومجموعة,O
1205,74,من,O
1206,74,أصدقائي,O
1207,74,الي,O
1208,74,فندق,O
1209,74,كورال,O
1210,74,بيتش,O
1211,74,كل,O
1212,74,منا,O
1213,74,معه,O
1214,74,أسرته,O
1215,74,واشهد,O
1216,74,بأننا,O
1217,74,قد,O
1218,74,قضينا,O
1219,74,وقت,O
1220,74,ممتع,O
1221,74,وسعيد,O
1222,74,والكل,O
1223,74,تفاني,O
1224,74,في,O
1225,74,خدمتنا,B
1226,74,ولا,O
1227,74,توجد,O
1228,74,تفرقة,O
1229,74,بين,O
1230,74,مصري,O
1231,74,وأجنبي,O
1232,74,وهذا,O
1233,74,ما,O
1234,74,أشعرني,O
1235,74,بالسعادة,O
1236,74,البالغة,O
1237,75,ومن,O
1238,75,هنا,O
1239,75,بشكر,O
1240,75,جميع,O
1241,75,العاملين,B
1242,75,بالفندق,I
1243,75,علي,O
1244,75,حسن,O
1245,75,المعاملة,B
1246,75,المحترفة,O
1247,75,المحترمة,O
1248,75,مقدمة,O
1249,75,لكم,O
1250,75,عماد,O
1251,75,صدقي,O
1252,75,راشد,O
1253,75,صدقي,O
1254,75,عاطف,O
1255,75,مكرم,O
1256,75,جمال,O
1257,75,عويضة,O
1258,76,سكنت,O
1259,76,ثلاث,O
1260,76,ليالي,O
1261,76,في,O
1262,76,شهر,O
1263,76,ديسمبر,O
1264,76,قبل,O
1265,76,ثلاثة,O
1266,76,أعوام,O
1267,76,و,O
1268,76,كان,O
1269,76,الفندق,O
1270,76,بمطعم,O
1271,76,واحد,O
1272,76,فقط,O
1273,76,للإفطار,O
1274,76,السعر,O
1275,76,مرتفع,O
1276,76,جداً,O
1277,76,للغرفة,O
1278,76,المزدوجة,B
1279,76,و,O
1280,76,بوفيه,B
1281,76,الإفطار,I
1282,76,أيضاً,O
1283,77,الغرفة,B
1284,77,رائعه,O
1285,77,الإضاءة,O
1286,77,و,O
1287,77,الديكور,O
1288,77,و,O
1289,77,العزل,O
1290,77,و,O
1291,77,صغيرة,O
1292,77,نسبياً,O
1293,78,الفندق,B
1294,78,قريب,O
1295,78,جداً,O
1296,78,من,O
1297,78,المسجد,O
1298,78,النبوي,O
1299,78,حوالي,O
1300,78,خمس,O
1301,78,دقائق,O
1302,78,مشي,O
1303,78,في,O
1304,78,الساحة,O
1305,78,الأمامية,O
1306,78,لايوجد,O
1307,78,أماكن,O
1308,78,واسعه,O
